model_name,x,y,speed,progress,thr,brk,rev
ppo_T1,121.46012302631945,506.0600630087561,56.66197168280931,358.7370127106125,0.0,1.0,0.0
ppo_T1,119.25028115017408,505.8858232421661,55.4175097206823,360.826235444619,1.0,1.0,0.0
ppo_T1,117.09008032722168,505.71477399157425,54.1740565308493,362.92367077726976,1.0,1.0,0.0
ppo_T1,114.89978854622629,505.540672260297,54.93000943661009,365.0255010705461,1.0,0.0,0.0
ppo_T1,112.67942768831139,505.3635465898986,55.68536523671793,367.1295101211553,1.0,0.0,0.0
ppo_T1,110.55119755298865,505.1933068155893,53.37570309638022,369.23452006072483,0.0,1.0,0.0
ppo_T1,108.47252417427869,505.02648548916864,52.133916325568755,371.339985256244,1.0,1.0,0.0
ppo_T1,106.44336315931642,504.8631373412162,50.89312970629136,373.44571359025576,1.0,1.0,0.0
ppo_T1,104.38577758006232,504.68584471367507,51.63024241986752,375.5516815715444,1.0,0.0,0.0
ppo_T1,102.4215059086618,504.5082181693185,49.30716471978663,377.6578954701085,0.0,1.0,0.0
ppo_T1,100.4285501347654,504.3178861310254,50.05059316274268,379.76435808082897,1.0,0.0,0.0
ppo_T1,98.44900988998725,504.121625252825,49.73113909443664,381.87103929946176,0.0,0.0,0.0
ppo_T1,96.48280337019087,503.91987516683014,49.41325211727609,383.97782418574974,0.0,0.0,0.0
ppo_T1,94.56722861298677,503.7148375740832,48.16292054628878,386.08452219535906,1.0,1.0,0.0
ppo_T1,92.70211119766255,503.5074358067471,46.915339083021685,388.1909026667931,1.0,1.0,0.0
ppo_T1,90.88728553720338,503.29852501840435,45.670257658479294,390.296728154916,1.0,1.0,0.0
ppo_T1,89.12542774416009,503.079099362136,44.38672733441952,392.40179217942256,1.0,1.0,0.0
ppo_T1,87.45768409306777,502.8601897487436,42.05123589588646,392.40179217942256,0.0,1.0,0.0
ppo_T1,85.84205801287487,502.63426761210536,40.78363981750705,394.5059257874741,1.0,1.0,0.0
ppo_T1,84.20275705218292,502.38299673155484,41.46116175966825,396.60899539202035,1.0,0.0,0.0
ppo_T1,82.62340079497639,502.1114563648336,40.06323406454241,398.71085915213945,1.0,1.0,0.0
ppo_T1,81.1471652619836,501.8327454740636,37.55788124269274,398.71085915213945,0.0,1.0,0.0
ppo_T1,79.74008465865596,501.52767693665703,35.99429326969978,400.8113134997613,1.0,1.0,0.0
ppo_T1,78.32879069751138,501.1781123068278,36.34853913150103,402.9100037737304,1.0,0.0,0.0
ppo_T1,76.99704645519454,500.8010516919245,34.60236113922839,402.9100037737304,1.0,1.0,0.0
ppo_T1,75.67237141821232,500.3758610716117,34.781020481774696,405.0063384054607,1.0,0.0,0.0
ppo_T1,74.4369975174914,499.9268298696527,32.861239467220294,407.0993412949658,1.0,1.0,0.0
ppo_T1,73.21935604926904,499.4296620960744,32.88071756572804,407.0993412949658,1.0,0.0,0.0
ppo_T1,72.0254830077417,498.8848952802698,32.807237415008956,409.1874754023045,1.0,0.0,0.0
ppo_T1,70.86117351716133,498.2938538511271,32.6434005659887,411.26844182422394,1.0,0.0,0.0
ppo_T1,69.80253652359553,497.6959822660286,30.394928816479904,411.26844182422394,1.0,1.0,0.0
ppo_T1,68.84981400904782,497.0978755592855,28.122631259996012,413.3389217263451,1.0,1.0,0.0
ppo_T1,67.93548051775447,496.4623699584849,27.837397305038163,413.3389217263451,1.0,0.0,0.0
ppo_T1,67.06341598451684,495.79272182580087,27.487783328895798,415.394340854812,1.0,0.0,0.0
ppo_T1,66.2370038759921,495.09256966582757,27.078243344883504,415.394340854812,1.0,0.0,0.0
ppo_T1,65.45395798453028,494.3618907575889,26.775134629447365,417.4286487324947,1.0,0.0,0.0
ppo_T1,64.71210821548156,493.60066479219495,26.573083776488218,419.43424150966274,1.0,0.0,0.0
ppo_T1,64.00939468867705,492.8088737493014,26.46624449606157,419.43424150966274,1.0,0.0,0.0
ppo_T1,63.3438621395541,491.98650177984626,26.448407679949245,421.4021185732524,1.0,0.0,0.0
ppo_T1,62.713654604704644,491.13353509474376,26.513130035840312,423.32238896441294,1.0,0.0,0.0
ppo_T1,62.117010377397534,490.24996185923385,26.65386928393696,445.15481969933273,1.0,0.0,0.0
ppo_T1,61.552257219360364,489.3357720925994,26.864114759890203,447.06446000120826,1.0,0.0,0.0
ppo_T1,61.02397899486271,488.3939493374812,26.996619979832936,447.06446000120826,1.0,0.0,0.0
ppo_T1,60.53048633443499,487.42434120731986,27.199206467871342,449.0262093399718,1.0,0.0,0.0
ppo_T1,60.07017555773095,486.4268043017071,27.465499827163065,449.0262093399718,1.0,0.0,0.0
ppo_T1,59.64152432062488,485.4012037488933,27.78936821210313,449.0262093399718,1.0,0.0,0.0
